"Local Area (2011 LSOA)","Name","Overall rank(2019)","Quintile","Income(2019)","Quintile","Employment(2019)","Quintile","Health(2019)","Quintile","Education(2019)","Quintile","Access to Services(2019)","Quintile","Housing(2019)","Quintile","Community Safety(2019)","Quintile","Physical Environment(2019)","Quintile",
"W01000118","W01000118 - Waunfawr","1006","50% least deprived","1116","50% least deprived","1247","50% least deprived","1525","50% least deprived","1330","50% least deprived","246","11%-20% most deprived","314","11%-20% most deprived","1006","50% least deprived","253","11%-20% most deprived",
"W01000119","W01000119 - Y Felinheli","1564","50% least deprived","1498","50% least deprived","1448","50% least deprived","1359","50% least deprived","1572","50% least deprived","856","31%-50% most deprived","713","31%-50% most deprived","1428","50% least deprived","1642","50% least deprived",
"W01000121","W01000121 - Betws-y-Coed","1165","50% least deprived","1446","50% least deprived","1556","50% least deprived","1710","50% least deprived","1267","50% least deprived","161","10% most deprived","244","11%-20% most deprived","768","31%-50% most deprived","926","31%-50% most deprived",
"W01000122","W01000122 - Betws yn Rhos","1126","50% least deprived","1439","50% least deprived","1493","50% least deprived","1631","50% least deprived","1211","50% least deprived","127","10% most deprived","203","11%-20% most deprived","1419","50% least deprived","887","31%-50% most deprived",
"W01000123","W01000123 - Bryn","902","31%-50% most deprived","869","31%-50% most deprived","717","31%-50% most deprived","859","31%-50% most deprived","1310","50% least deprived","892","31%-50% most deprived","707","31%-50% most deprived","641","31%-50% most deprived","401","21%-30% most deprived",
"W01000124","W01000124 - Caerhun","1251","50% least deprived","1491","50% least deprived","1397","50% least deprived","1673","50% least deprived","1293","50% least deprived","122","10% most deprived","366","11%-20% most deprived","1632","50% least deprived","1617","50% least deprived",
"W01000125","W01000125 - Capelulo","1293","50% least deprived","1132","50% least deprived","1242","50% least deprived","1349","50% least deprived","1213","50% least deprived","447","21%-30% most deprived","864","31%-50% most deprived","1347","50% least deprived","1321","50% least deprived",
"W01000126","W01000126 - Colwyn 1","1466","50% least deprived","1113","50% least deprived","1192","50% least deprived","1287","50% least deprived","1380","50% least deprived","1748","50% least deprived","917","31%-50% most deprived","704","31%-50% most deprived","1792","50% least deprived",
"W01000127","W01000127 - Colwyn 2","190","10% most deprived","83","10% most deprived","85","10% most deprived","338","11%-20% most deprived","397","21%-30% most deprived","999","50% least deprived","1011","50% least deprived","486","21%-30% most deprived","1689","50% least deprived",
"W01000128","W01000128 - Colwyn 3","1159","50% least deprived","812","31%-50% most deprived","790","31%-50% most deprived","1022","50% least deprived","1568","50% least deprived","1654","50% least deprived","836","31%-50% most deprived","474","21%-30% most deprived","1842","50% least deprived",
"W01000129","W01000129 - Conwy 1","711","31%-50% most deprived","390","21%-30% most deprived","619","31%-50% most deprived","881","31%-50% most deprived","1004","50% least deprived","855","31%-50% most deprived","1560","50% least deprived","723","31%-50% most deprived","517","21%-30% most deprived",
"W01000130","W01000130 - Conwy 2","1688","50% least deprived","1524","50% least deprived","1433","50% least deprived","1726","50% least deprived","1540","50% least deprived","1774","50% least deprived","1149","50% least deprived","689","31%-50% most deprived","1470","50% least deprived",
"W01000131","W01000131 - Conwy 3","1632","50% least deprived","1381","50% least deprived","1625","50% least deprived","1681","50% least deprived","880","31%-50% most deprived","1114","50% least deprived","1664","50% least deprived","1527","50% least deprived","1907","50% least deprived",
"W01000132","W01000132 - Craig-y-Don 1","726","31%-50% most deprived","678","31%-50% most deprived","282","11%-20% most deprived","997","50% least deprived","974","50% least deprived","1706","50% least deprived","902","31%-50% most deprived","650","31%-50% most deprived","918","31%-50% most deprived",
"W01000133","W01000133 - Craig-y-Don 2","1694","50% least deprived","1463","50% least deprived","1544","50% least deprived","1691","50% least deprived","1240","50% least deprived","1408","50% least deprived","1645","50% least deprived","1247","50% least deprived","1491","50% least deprived",
"W01000134","W01000134 - Crwst","1000","50% least deprived","796","31%-50% most deprived","858","31%-50% most deprived","1160","50% least deprived","1099","50% least deprived","535","21%-30% most deprived","895","31%-50% most deprived","1225","50% least deprived","991","50% least deprived",
"W01000135","W01000135 - Deganwy 1","1856","50% least deprived","1710","50% least deprived","1513","50% least deprived","1785","50% least deprived","1764","50% least deprived","1579","50% least deprived","1836","50% least deprived","1795","50% least deprived","1697","50% least deprived",
"W01000136","W01000136 - Deganwy 2","1610","50% least deprived","1282","50% least deprived","1422","50% least deprived","1772","50% least deprived","894","31%-50% most deprived","1527","50% least deprived","1422","50% least deprived","1477","50% least deprived","1822","50% least deprived",
"W01000137","W01000137 - Eglwysbach","1178","50% least deprived","1560","50% least deprived","1610","50% least deprived","1786","50% least deprived","1624","50% least deprived","28","10% most deprived","353","11%-20% most deprived","1666","50% least deprived","1198","50% least deprived",
"W01000138","W01000138 - Eirias 1","616","31%-50% most deprived","469","21%-30% most deprived","335","11%-20% most deprived","758","31%-50% most deprived","1136","50% least deprived","495","21%-30% most deprived","1304","50% least deprived","668","31%-50% most deprived","1855","50% least deprived",
"W01000139","W01000139 - Eirias 2","1550","50% least deprived","1160","50% least deprived","1491","50% least deprived","1259","50% least deprived","1440","50% least deprived","1816","50% least deprived","1393","50% least deprived","372","11%-20% most deprived","1800","50% least deprived",
"W01000140","W01000140 - Gele 1","647","31%-50% most deprived","444","21%-30% most deprived","634","31%-50% most deprived","1280","50% least deprived","654","31%-50% most deprived","441","21%-30% most deprived","516","21%-30% most deprived","497","21%-30% most deprived","1796","50% least deprived",
"W01000141","W01000141 - Gele 2","1598","50% least deprived","1300","50% least deprived","1275","50% least deprived","1390","50% least deprived","1456","50% least deprived","1084","50% least deprived","1828","50% least deprived","1438","50% least deprived","1768","50% least deprived",
"W01000142","W01000142 - Gele 3","1739","50% least deprived","1760","50% least deprived","1619","50% least deprived","1460","50% least deprived","1579","50% least deprived","784","31%-50% most deprived","1798","50% least deprived","1607","50% least deprived","1863","50% least deprived",
"W01000143","W01000143 - Glyn (Conwy) 1","477","21%-30% most deprived","479","21%-30% most deprived","463","21%-30% most deprived","759","31%-50% most deprived","591","31%-50% most deprived","1090","50% least deprived","53","10% most deprived","391","21%-30% most deprived","1635","50% least deprived",
"W01000144","W01000144 - Glyn (Conwy) 2","20","10% most deprived","20","10% most deprived","2","10% most deprived","39","10% most deprived","273","11%-20% most deprived","955","31%-50% most deprived","125","10% most deprived","12","10% most deprived","1745","50% least deprived",
"W01000145","W01000145 - Glyn (Conwy) 3","792","31%-50% most deprived","574","31%-50% most deprived","704","31%-50% most deprived","893","31%-50% most deprived","819","31%-50% most deprived","789","31%-50% most deprived","1163","50% least deprived","433","21%-30% most deprived","1474","50% least deprived",
"W01000146","W01000146 - Gogarth 1","623","31%-50% most deprived","751","31%-50% most deprived","481","21%-30% most deprived","1062","50% least deprived","1284","50% least deprived","847","31%-50% most deprived","69","10% most deprived","141","10% most deprived","1163","50% least deprived",
"W01000147","W01000147 - Gogarth 2","1107","50% least deprived","895","31%-50% most deprived","1041","50% least deprived","1319","50% least deprived","1235","50% least deprived","396","21%-30% most deprived","1076","50% least deprived","894","31%-50% most deprived","1074","50% least deprived",
"W01000148","W01000148 - Gower (Conwy)","1267","50% least deprived","942","31%-50% most deprived","1206","50% least deprived","1113","50% least deprived","859","31%-50% most deprived","1132","50% least deprived","979","50% least deprived","1242","50% least deprived","1503","50% least deprived",
"W01000149","W01000149 - Kinmel Bay 1","296","11%-20% most deprived","377","11%-20% most deprived","333","11%-20% most deprived","259","11%-20% most deprived","132","10% most deprived","1201","50% least deprived","792","31%-50% most deprived","307","11%-20% most deprived","487","21%-30% most deprived",
"W01000150","W01000150 - Kinmel Bay 2","781","31%-50% most deprived","705","31%-50% most deprived","932","31%-50% most deprived","793","31%-50% most deprived","688","31%-50% most deprived","422","21%-30% most deprived","1799","50% least deprived","946","31%-50% most deprived","286","11%-20% most deprived",
"W01000151","W01000151 - Kinmel Bay 3","540","21%-30% most deprived","524","21%-30% most deprived","607","31%-50% most deprived","426","21%-30% most deprived","498","21%-30% most deprived","762","31%-50% most deprived","1515","50% least deprived","430","21%-30% most deprived","425","21%-30% most deprived",
"W01000152","W01000152 - Kinmel Bay 4","681","31%-50% most deprived","601","31%-50% most deprived","571","21%-30% most deprived","441","21%-30% most deprived","541","21%-30% most deprived","1526","50% least deprived","1718","50% least deprived","865","31%-50% most deprived","573","21%-30% most deprived",
"W01000153","W01000153 - Llanddulas","1277","50% least deprived","1297","50% least deprived","987","50% least deprived","1137","50% least deprived","1095","50% least deprived","603","31%-50% most deprived","1173","50% least deprived","935","31%-50% most deprived","1847","50% least deprived",
"W01000154","W01000154 - Llandrillo yn Rhos 1","1742","50% least deprived","1603","50% least deprived","1533","50% least deprived","1515","50% least deprived","1608","50% least deprived","1243","50% least deprived","1625","50% least deprived","1348","50% least deprived","1890","50% least deprived",
"W01000155","W01000155 - Llandrillo yn Rhos 2","1596","50% least deprived","1243","50% least deprived","1140","50% least deprived","1338","50% least deprived","1702","50% least deprived","1801","50% least deprived","1410","50% least deprived","1086","50% least deprived","1709","50% least deprived",
"W01000156","W01000156 - Llandrillo yn Rhos 3","1482","50% least deprived","1059","50% least deprived","1083","50% least deprived","1425","50% least deprived","1778","50% least deprived","1175","50% least deprived","1571","50% least deprived","957","50% least deprived","1286","50% least deprived",
